https://www.googleapis.com/auth/manufacturercenter,Manage your product listings for Google Manufacturer Center
https://www.googleapis.com/auth/monitoring,View and write monitoring data for all of your Google and third-party Cloud and API projects
https://www.googleapis.com/auth/monitoring.read,View monitoring data for all of your Google Cloud and third-party projects
https://www.googleapis.com/auth/monitoring.write,Publish metric data to your Google Cloud projects
https://www.googleapis.com/auth/ndev.clouddns.readonly,View your DNS records hosted by Google Cloud DNS
https://www.googleapis.com/auth/ndev.clouddns.readwrite,View and manage your DNS records hosted by Google Cloud DNS
https://www.googleapis.com/auth/ndev.cloudman,View and manage your Google Cloud Platform management resources and deployment status information
https://www.googleapis.com/auth/ndev.cloudman.readonly,View your Google Cloud Platform management resources and deployment status information
https://www.googleapis.com/auth/photoslibrary,See, upload, and organize items in your Google Photos library
https://www.googleapis.com/auth/photoslibrary.appendonly,Add to your Google Photos library
https://www.googleapis.com/auth/photoslibrary.edit.appcreateddata,Edit the info in your photos, videos, and albums created within this app, including titles, descriptions, and covers
https://www.googleapis.com/auth/photoslibrary.readonly,View your Google Photos library
https://www.googleapis.com/auth/photoslibrary.readonly.appcreateddata,Manage photos added by this app
https://www.googleapis.com/auth/photoslibrary.sharing,Manage and add to shared albums on your behalf
https://www.googleapis.com/auth/presentations,See, edit, create, and delete all your Google Slides presentations
https://www.googleapis.com/auth/presentations.readonly,See all your Google Slides presentations
https://www.googleapis.com/auth/pubsub,View and manage Pub/Sub topics and subscriptions
https://www.googleapis.com/auth/sasportal,Read, create, update, and delete your SAS Portal data.
https://www.googleapis.com/auth/script.deployments,Create and update Google Apps Script deployments
https://www.googleapis.com/auth/script.deployments.readonly,View Google Apps Script deployments
https://www.googleapis.com/auth/script.metrics,View Google Apps Script project&#39;s metrics
https://www.googleapis.com/auth/script.processes,View Google Apps Script processes
https://www.googleapis.com/auth/script.projects,Create and update Google Apps Script projects
https://www.googleapis.com/auth/script.projects.readonly,View Google Apps Script projects
https://www.googleapis.com/auth/service.management,Manage your Google API service configuration
https://www.googleapis.com/auth/service.management.readonly,View your Google API service configuration
https://www.googleapis.com/auth/siteverification,Manage the list of sites and domains you control
https://www.googleapis.com/auth/siteverification.verify_only,Manage your new site verifications with Google
https://www.googleapis.com/auth/source.full_control,Manage your source code repositories
https://www.googleapis.com/auth/source.read_only,View the contents of your source code repositories
https://www.googleapis.com/auth/source.read_write,Manage the contents of your source code repositories
https://www.googleapis.com/auth/spanner.admin,Administer your Spanner databases
https://www.googleapis.com/auth/spanner.data,View and manage the contents of your Spanner databases
https://www.googleapis.com/auth/spreadsheets,See, edit, create, and delete all your Google Sheets spreadsheets
https://www.googleapis.com/auth/spreadsheets.readonly,See all your Google Sheets spreadsheets
https://www.googleapis.com/auth/sqlservice.admin,Manage your Google SQL Service instances
https://www.googleapis.com/auth/streetviewpublish,Publish and manage your 360 photos on Google Street View
https://www.googleapis.com/auth/tagmanager.delete.containers,Delete your Google Tag Manager containers
https://www.googleapis.com/auth/tagmanager.edit.containers,Manage your Google Tag Manager container and its subcomponents, excluding versioning and publishing
https://www.googleapis.com/auth/tagmanager.edit.containerversions,Manage your Google Tag Manager container versions
https://www.googleapis.com/auth/tagmanager.manage.accounts,View and manage your Google Tag Manager accounts
https://www.googleapis.com/auth/tagmanager.manage.users,Manage user permissions of your Google Tag Manager account and container
https://www.googleapis.com/auth/tagmanager.publish,Publish your Google Tag Manager container versions
https://www.googleapis.com/auth/tagmanager.readonly,View your Google Tag Manager container and its subcomponents
https://www.googleapis.com/auth/tasks,Create, edit, organize, and delete all your tasks
https://www.googleapis.com/auth/tasks.readonly,View your tasks
https://www.googleapis.com/auth/trace.append,Write Trace data for a project or application
https://www.googleapis.com/auth/user.addresses.read,View your street addresses
https://www.googleapis.com/auth/user.birthday.read,See and download your exact date of birth
https://www.googleapis.com/auth/user.emails.read,See and download all of your Google Account email addresses
https://www.googleapis.com/auth/user.gender.read,See your gender
https://www.googleapis.com/auth/user.organization.read,See your education, work history and org info
https://www.googleapis.com/auth/user.phonenumbers.read,See and download your personal phone numbers
https://www.googleapis.com/auth/userinfo.email,See your primary Google Account email address
https://www.googleapis.com/auth/userinfo.profile,See your personal info, including any personal info you&#39;ve made publicly available
https://www.googleapis.com/auth/webmasters,View and manage Search Console data for your verified sites
https://www.googleapis.com/auth/webmasters.readonly,View Search Console data for your verified sites
https://www.googleapis.com/auth/youtube,Manage your YouTube account
https://www.googleapis.com/auth/youtube.channel-memberships.creator,See a list of your current active channel members, their current level, and when they became a member
https://www.googleapis.com/auth/youtube.force-ssl,See, edit, and permanently delete your YouTube videos, ratings, comments and captions
https://www.googleapis.com/auth/youtube.readonly,View your YouTube account
https://www.googleapis.com/auth/youtube.upload,Manage your YouTube videos
https://www.googleapis.com/auth/youtubepartner,View and manage your assets and associated content on YouTube
https://www.googleapis.com/auth/youtubepartner-channel-audit,View private information of your YouTube channel relevant during the audit process with a YouTube partner
https://www.googleapis.com/auth/yt-analytics-monetary.readonly,View monetary and non-monetary YouTube Analytics reports for your YouTube content
https://www.googleapis.com/auth/yt-analytics.readonly,View YouTube Analytics reports for your YouTube content
openid,Associate you with your personal info on Google
profile,See your personal info, including any personal info you've made publicly available
